mapping,p,u,exceptional,sample,batch,seed,nanoseconds_per_call
simple_swu,11,1,0,82,100,5402,2295.0
simple_swu,11,2,0,82,100,5402,2610.0
elligator2,11,1,0,82,100,5402,1914.0
simple_swu,11,5,0,82,100,5402,2339.0
elligator2,11,8,0,82,100,5402,1899.0
elligator2,11,3,0,82,100,5402,1926.0
simple_swu,11,8,1,82,100,5402,2324.0
simple_swu,11,4,0,82,100,5402,2349.0
simple_swu,11,0,1,83,100,5402,2277.0
simple_swu,11,7,0,83,100,5402,2371.0
elligator2,11,10,0,83,100,5402,1872.0
simple_swu,11,8,1,83,100,5402,2240.0
elligator2,11,8,0,83,100,5402,1876.0
elligator2,11,5,0,83,100,5402,1849.0
elligator2,11,4,1,83,100,5402,1923.0
elligator2,11,2,0,83,100,5402,1864.0
elligator2,11,9,0,83,100,5402,1847.0
elligator2,11,0,0,83,100,5402,1917.0
simple_swu,11,6,0,83,100,5402,2323.0
elligator2,11,3,0,83,100,5402,1951.0
simple_swu,11,10,0,83,100,5402,2332.0
elligator2,11,1,0,83,100,5402,1862.0
simple_swu,11,2,0,83,100,5402,2327.0
simple_swu,11,5,0,83,100,5402,2333.0
simple_swu,11,3,1,83,100,5402,2311.0
simple_swu,11,4,0,83,100,5402,2331.0
simple_swu,11,1,0,83,100,5402,2359.0
elligator2,11,7,1,83,100,5402,1926.0
elligator2,11,6,0,83,100,5402,1872.0
simple_swu,11,9,0,83,100,5402,2392.0
elligator2,11,7,1,84,100,5402,1920.0
simple_swu,11,0,1,84,100,5402,2288.0
elligator2,11,4,1,84,100,5402,1921.0
elligator2,11,1,0,84,100,5402,1873.0
elligator2,11,3,0,84,100,5402,1890.0
simple_swu,11,1,0,84,100,5402,2341.0
simple_swu,11,2,0,84,100,5402,2524.0
simple_swu,11,10,0,84,100,5402,2342.0
elligator2,11,2,0,84,100,5402,1872.0
elligator2,11,10,0,84,100,5402,1869.0
simple_swu,11,5,0,84,100,5402,2385.0
simple_swu,11,7,0,84,100,5402,2332.0
elligator2,11,6,0,84,100,5402,1911.0
simple_swu,11,9,0,84,100,5402,2331.0
elligator2,11,5,0,84,100,5402,1922.0
simple_swu,11,4,0,84,100,5402,3028.0
simple_swu,11,8,1,84,100,5402,2280.0
simple_swu,11,3,1,84,100,5402,2246.0
simple_swu,11,6,0,84,100,5402,2287.0
elligator2,11,0,0,84,100,5402,2006.0
elligator2,11,8,0,84,100,5402,1869.0
elligator2,11,9,0,84,100,5402,1853.0
simple_swu,11,4,0,85,100,5402,2320.0
simple_swu,11,3,1,85,100,5402,2305.0
elligator2,11,0,0,85,100,5402,2018.0
elligator2,11,5,0,85,100,5402,1885.0
elligator2,11,2,0,85,100,5402,1870.0
simple_swu,11,1,0,85,100,5402,2321.0
simple_swu,11,7,0,85,100,5402,2312.0
simple_swu,11,10,0,85,100,5402,2511.0
simple_swu,11,6,0,85,100,5402,2284.0
elligator2,11,8,0,85,100,5402,1931.0
elligator2,11,7,1,85,100,5402,1877.0
simple_swu,11,8,1,85,100,5402,2334.0
elligator2,11,1,0,85,100,5402,1918.0
elligator2,11,3,0,85,100,5402,1924.0
simple_swu,11,5,0,85,100,5402,2313.0
simple_swu,11,2,0,85,100,5402,2297.0
simple_swu,11,0,1,85,100,5402,2255.0
simple_swu,11,9,0,85,100,5402,2294.0
elligator2,11,4,1,85,100,5402,2001.0
elligator2,11,6,0,85,100,5402,1872.0
elligator2,11,10,0,85,100,5402,1852.0
elligator2,11,9,0,85,100,5402,1856.0
elligator2,11,8,0,86,100,5402,1952.0
elligator2,11,3,0,86,100,5402,1861.0
elligator2,11,1,0,86,100,5402,1887.0
simple_swu,11,10,0,86,100,5402,2317.0
simple_swu,11,6,0,86,100,5402,2302.0
simple_swu,11,5,0,86,100,5402,2305.0
simple_swu,11,8,1,86,100,5402,2278.0
elligator2,11,10,0,86,100,5402,1858.0
elligator2,11,4,1,86,100,5402,1877.0
elligator2,11,2,0,86,100,5402,1908.0
simple_swu,11,7,0,86,100,5402,2322.0
simple_swu,11,3,1,86,100,5402,2262.0
elligator2,11,6,0,86,100,5402,1880.0
simple_swu,11,4,0,86,100,5402,2370.0
elligator2,11,7,1,86,100,5402,1881.0
simple_swu,11,9,0,86,100,5402,2311.0
simple_swu,11,2,0,86,100,5402,2327.0
elligator2,11,5,0,86,100,5402,1865.0
simple_swu,11,0,1,86,100,5402,2267.0
elligator2,11,0,0,86,100,5402,1964.0
simple_swu,11,1,0,86,100,5402,2391.0
elligator2,11,9,0,86,100,5402,1885.0
simple_swu,11,8,1,87,100,5402,2269.0
simple_swu,11,10,0,87,100,5402,2326.0
simple_swu,11,2,0,87,100,5402,2320.0
simple_swu,11,9,0,87,100,5402,2346.0
simple_swu,11,5,0,87,100,5402,2298.0
elligator2,11,8,0,87,100,5402,1892.0
elligator2,11,2,0,87,100,5402,1859.0
elligator2,11,6,0,87,100,5402,1877.0
elligator2,11,1,0,87,100,5402,1918.0
elligator2,11,7,1,87,100,5402,1897.0
simple_swu,11,1,0,87,100,5402,2337.0
simple_swu,11,3,1,87,100,5402,2273.0
simple_swu,11,6,0,87,100,5402,2344.0
elligator2,11,4,1,87,100,5402,1897.0
elligator2,11,0,0,87,100,5402,1922.0
elligator2,11,3,0,87,100,5402,1879.0
elligator2,11,9,0,87,100,5402,1850.0
simple_swu,11,4,0,87,100,5402,2373.0
simple_swu,11,7,0,87,100,5402,2414.0
elligator2,11,10,0,87,100,5402,1872.0
elligator2,11,5,0,87,100,5402,1871.0
simple_swu,11,0,1,87,100,5402,2286.0
simple_swu,11,0,1,88,100,5402,3920.0
simple_swu,11,10,0,88,100,5402,2332.0
simple_swu,11,3,1,88,100,5402,2306.0
elligator2,11,0,0,88,100,5402,1997.0
simple_swu,11,6,0,88,100,5402,2320.0
elligator2,11,4,1,88,100,5402,1912.0
elligator2,11,9,0,88,100,5402,1828.0
simple_swu,11,2,0,88,100,5402,2273.0
simple_swu,11,5,0,88,100,5402,2483.0
elligator2,11,2,0,88,100,5402,1893.0
simple_swu,11,4,0,88,100,5402,2272.0
simple_swu,11,7,0,88,100,5402,2308.0
elligator2,11,3,0,88,100,5402,1834.0
simple_swu,11,1,0,88,100,5402,2249.0
elligator2,11,6,0,88,100,5402,1839.0
elligator2,11,1,0,88,100,5402,1939.0
elligator2,11,7,1,88,100,5402,1887.0
simple_swu,11,9,0,88,100,5402,2315.0
elligator2,11,8,0,88,100,5402,1840.0
elligator2,11,10,0,88,100,5402,1813.0
elligator2,11,5,0,88,100,5402,1847.0
simple_swu,11,8,1,88,100,5402,2261.0
simple_swu,11,0,1,89,100,5402,2268.0
elligator2,11,3,0,89,100,5402,1878.0
simple_swu,11,7,0,89,100,5402,2302.0
simple_swu,11,8,1,89,100,5402,2258.0
simple_swu,11,3,1,89,100,5402,2258.0
elligator2,11,0,0,89,100,5402,1969.0
elligator2,11,8,0,89,100,5402,1877.0
simple_swu,11,10,0,89,100,5402,2316.0
elligator2,11,1,0,89,100,5402,1884.0
simple_swu,11,4,0,89,100,5402,2310.0
simple_swu,11,5,0,89,100,5402,2306.0
elligator2,11,6,0,89,100,5402,1888.0
elligator2,11,5,0,89,100,5402,1875.0
elligator2,11,4,1,89,100,5402,1899.0
elligator2,11,7,1,89,100,5402,1895.0
simple_swu,11,9,0,89,100,5402,2630.0
simple_swu,11,2,0,89,100,5402,2304.0
simple_swu,11,6,0,89,100,5402,2288.0
simple_swu,11,1,0,89,100,5402,2305.0
elligator2,11,2,0,89,100,5402,1975.0
elligator2,11,9,0,89,100,5402,1876.0
elligator2,11,10,0,89,100,5402,1889.0
elligator2,11,10,0,90,100,5402,1862.0
simple_swu,11,1,0,90,100,5402,2384.0
simple_swu,11,4,0,90,100,5402,2284.0
elligator2,11,4,1,90,100,5402,1911.0
elligator2,11,2,0,90,100,5402,1862.0
simple_swu,11,7,0,90,100,5402,2289.0
elligator2,11,5,0,90,100,5402,1884.0
simple_swu,11,9,0,90,100,5402,2283.0
simple_swu,11,5,0,90,100,5402,2305.0
elligator2,11,8,0,90,100,5402,1883.0
simple_swu,11,8,1,90,100,5402,2486.0
elligator2,11,9,0,90,100,5402,1938.0
elligator2,11,3,0,90,100,5402,1900.0
simple_swu,11,6,0,90,100,5402,2341.0
elligator2,11,1,0,90,100,5402,1891.0
elligator2,11,7,1,90,100,5402,1919.0
elligator2,11,0,0,90,100,5402,1885.0
simple_swu,11,2,0,90,100,5402,2321.0
simple_swu,11,3,1,90,100,5402,2427.0
elligator2,11,6,0,90,100,5402,1883.0
simple_swu,11,0,1,90,100,5402,2275.0
simple_swu,11,10,0,90,100,5402,2305.0
simple_swu,11,8,1,91,100,5402,2260.0
simple_swu,11,6,0,91,100,5402,2292.0
simple_swu,11,0,1,91,100,5402,2253.0
simple_swu,11,7,0,91,100,5402,2306.0
elligator2,11,6,0,91,100,5402,1908.0
elligator2,11,4,1,91,100,5402,1937.0
simple_swu,11,3,1,91,100,5402,2280.0
simple_swu,11,2,0,91,100,5402,2897.0
elligator2,11,10,0,91,100,5402,3069.0
simple_swu,11,5,0,91,100,5402,3730.0
elligator2,11,7,1,91,100,5402,3080.0
simple_swu,11,10,0,91,100,5402,3487.0
simple_swu,11,9,0,91,100,5402,2411.0
elligator2,11,5,0,91,100,5402,1891.0
elligator2,11,9,0,91,100,5402,2108.0
simple_swu,11,1,0,91,100,5402,2283.0
elligator2,11,8,0,91,100,5402,1861.0
elligator2,11,1,0,91,100,5402,1849.0
elligator2,11,3,0,91,100,5402,1854.0
elligator2,11,2,0,91,100,5402,1906.0
elligator2,11,0,0,91,100,5402,1915.0
simple_swu,11,4,0,91,100,5402,2287.0
simple_swu,11,2,0,92,100,5402,2298.0
elligator2,11,6,0,92,100,5402,1931.0
elligator2,11,1,0,92,100,5402,1855.0
simple_swu,11,9,0,92,100,5402,2305.0
elligator2,11,2,0,92,100,5402,1855.0
simple_swu,11,0,1,92,100,5402,2299.0
simple_swu,11,10,0,92,100,5402,2333.0
elligator2,11,10,0,92,100,5402,1920.0
elligator2,11,7,1,92,100,5402,1895.0
elligator2,11,5,0,92,100,5402,1955.0
elligator2,11,8,0,92,100,5402,1923.0
elligator2,11,0,0,92,100,5402,2068.0
simple_swu,11,7,0,92,100,5402,2327.0
simple_swu,11,4,0,92,100,5402,2299.0
simple_swu,11,5,0,92,100,5402,2309.0
elligator2,11,4,1,92,100,5402,1894.0
simple_swu,11,6,0,92,100,5402,2404.0
simple_swu,11,8,1,92,100,5402,2296.0
simple_swu,11,3,1,92,100,5402,2360.0
simple_swu,11,1,0,92,100,5402,2483.0
elligator2,11,3,0,92,100,5402,2615.0
elligator2,11,9,0,92,100,5402,2904.0
simple_swu,11,6,0,93,100,5402,3317.0
elligator2,11,4,1,93,100,5402,1924.0
elligator2,11,1,0,93,100,5402,1977.0
simple_swu,11,7,0,93,100,5402,2543.0
simple_swu,11,0,1,93,100,5402,2268.0
simple_swu,11,5,0,93,100,5402,2380.0
elligator2,11,8,0,93,100,5402,1956.0
elligator2,11,0,0,93,100,5402,1913.0
simple_swu,11,9,0,93,100,5402,2305.0
simple_swu,11,10,0,93,100,5402,2298.0
elligator2,11,7,1,93,100,5402,1935.0
simple_swu,11,4,0,93,100,5402,2345.0
simple_swu,11,3,1,93,100,5402,2217.0
simple_swu,11,8,1,93,100,5402,2215.0
elligator2,11,3,0,93,100,5402,1872.0
elligator2,11,2,0,93,100,5402,1899.0
simple_swu,11,2,0,93,100,5402,2316.0
simple_swu,11,1,0,93,100,5402,2311.0
elligator2,11,5,0,93,100,5402,1868.0
elligator2,11,6,0,93,100,5402,1865.0
elligator2,11,9,0,93,100,5402,1944.0
elligator2,11,10,0,93,100,5402,1864.0
simple_swu,11,9,0,94,100,5402,2320.0
elligator2,11,1,0,94,100,5402,1861.0
elligator2,11,3,0,94,100,5402,1879.0
simple_swu,11,4,0,94,100,5402,2377.0
simple_swu,11,1,0,94,100,5402,2320.0
elligator2,11,8,0,94,100,5402,1929.0
simple_swu,11,8,1,94,100,5402,2263.0
elligator2,11,7,1,94,100,5402,1905.0
elligator2,11,2,0,94,100,5402,2844.0
elligator2,11,6,0,94,100,5402,1975.0
elligator2,11,9,0,94,100,5402,1870.0
elligator2,11,0,0,94,100,5402,1933.0
simple_swu,11,10,0,94,100,5402,2354.0
simple_swu,11,0,1,94,100,5402,2272.0
simple_swu,11,5,0,94,100,5402,2297.0
simple_swu,11,7,0,94,100,5402,2306.0
simple_swu,11,3,1,94,100,5402,2430.0
simple_swu,11,6,0,94,100,5402,2283.0
elligator2,11,5,0,94,100,5402,1878.0
elligator2,11,4,1,94,100,5402,1874.0
simple_swu,11,2,0,94,100,5402,2280.0
elligator2,11,10,0,94,100,5402,1816.0
elligator2,11,0,0,95,100,5402,1835.0
simple_swu,11,7,0,95,100,5402,2231.0
elligator2,11,1,0,95,100,5402,1876.0
elligator2,11,9,0,95,100,5402,1797.0
simple_swu,11,0,1,95,100,5402,2203.0
simple_swu,11,6,0,95,100,5402,2245.0
elligator2,11,8,0,95,100,5402,1856.0
elligator2,11,7,1,95,100,5402,1818.0
elligator2,11,10,0,95,100,5402,1811.0
elligator2,11,5,0,95,100,5402,1864.0
simple_swu,11,3,1,95,100,5402,2255.0
simple_swu,11,8,1,95,100,5402,2235.0
simple_swu,11,2,0,95,100,5402,2334.0
elligator2,11,6,0,95,100,5402,1882.0
elligator2,11,4,1,95,100,5402,1889.0
elligator2,11,2,0,95,100,5402,1863.0
simple_swu,11,5,0,95,100,5402,2322.0
simple_swu,11,1,0,95,100,5402,2323.0
elligator2,11,3,0,95,100,5402,1872.0
simple_swu,11,10,0,95,100,5402,2312.0
simple_swu,11,4,0,95,100,5402,2305.0
simple_swu,11,9,0,95,100,5402,2307.0
elligator2,11,10,0,96,100,5402,1905.0
simple_swu,11,2,0,96,100,5402,2311.0
elligator2,11,6,0,96,100,5402,1869.0
elligator2,11,8,0,96,100,5402,1857.0
elligator2,11,1,0,96,100,5402,1842.0
elligator2,11,0,0,96,100,5402,1892.0
simple_swu,11,9,0,96,100,5402,2317.0
elligator2,11,5,0,96,100,5402,1881.0
simple_swu,11,4,0,96,100,5402,2321.0
simple_swu,11,1,0,96,100,5402,2375.0
elligator2,11,7,1,96,100,5402,1894.0
simple_swu,11,0,1,96,100,5402,2280.0
simple_swu,11,7,0,96,100,5402,2326.0
simple_swu,11,3,1,96,100,5402,2266.0
elligator2,11,2,0,96,100,5402,1917.0
simple_swu,11,6,0,96,100,5402,2408.0
elligator2,11,9,0,96,100,5402,1893.0
simple_swu,11,8,1,96,100,5402,2350.0
elligator2,11,3,0,96,100,5402,1907.0
elligator2,11,4,1,96,100,5402,1897.0
simple_swu,11,10,0,96,100,5402,2461.0
simple_swu,11,5,0,96,100,5402,2371.0
elligator2,11,0,0,97,100,5402,2003.0
simple_swu,11,10,0,97,100,5402,2406.0
elligator2,11,4,1,97,100,5402,1940.0
simple_swu,11,7,0,97,100,5402,2387.0
simple_swu,11,0,1,97,100,5402,2324.0
elligator2,11,9,0,97,100,5402,1931.0
simple_swu,11,9,0,97,100,5402,2379.0
simple_swu,11,4,0,97,100,5402,2399.0
elligator2,11,8,0,97,100,5402,1928.0
elligator2,11,5,0,97,100,5402,1909.0
simple_swu,11,2,0,97,100,5402,2366.0
simple_swu,11,5,0,97,100,5402,3081.0
elligator2,11,3,0,97,100,5402,1970.0
elligator2,11,7,1,97,100,5402,1957.0
elligator2,11,6,0,97,100,5402,1899.0
elligator2,11,1,0,97,100,5402,1932.0
simple_swu,11,6,0,97,100,5402,2401.0
elligator2,11,10,0,97,100,5402,1872.0
elligator2,11,2,0,97,100,5402,1861.0
simple_swu,11,1,0,97,100,5402,2465.0
simple_swu,11,3,1,97,100,5402,2287.0
simple_swu,11,8,1,97,100,5402,2285.0
simple_swu,11,10,0,98,100,5402,2347.0
simple_swu,11,9,0,98,100,5402,2342.0
elligator2,11,3,0,98,100,5402,1895.0
elligator2,11,9,0,98,100,5402,1896.0
elligator2,11,1,0,98,100,5402,1922.0
elligator2,11,2,0,98,100,5402,1878.0
elligator2,11,5,0,98,100,5402,1889.0
elligator2,11,7,1,98,100,5402,1932.0
simple_swu,11,3,1,98,100,5402,2293.0
elligator2,11,6,0,98,100,5402,1910.0
elligator2,11,10,0,98,100,5402,1891.0
simple_swu,11,2,0,98,100,5402,2342.0
elligator2,11,0,0,98,100,5402,1967.0
simple_swu,11,1,0,98,100,5402,2393.0
simple_swu,11,4,0,98,100,5402,2352.0
simple_swu,11,8,1,98,100,5402,2296.0
simple_swu,11,5,0,98,100,5402,2346.0
simple_swu,11,6,0,98,100,5402,2336.0
simple_swu,11,0,1,98,100,5402,2298.0
elligator2,11,8,0,98,100,5402,1912.0
simple_swu,11,7,0,98,100,5402,2354.0
elligator2,11,4,1,98,100,5402,1946.0
elligator2,11,7,1,99,100,5402,2030.0
simple_swu,11,2,0,99,100,5402,2368.0
simple_swu,11,3,1,99,100,5402,2326.0
elligator2,11,9,0,99,100,5402,1906.0
simple_swu,11,6,0,99,100,5402,2339.0
simple_swu,11,5,0,99,100,5402,2330.0
elligator2,11,0,0,99,100,5402,1938.0
elligator2,11,8,0,99,100,5402,1877.0
simple_swu,11,9,0,99,100,5402,2378.0
elligator2,11,3,0,99,100,5402,1891.0
simple_swu,11,4,0,99,100,5402,2351.0
elligator2,11,6,0,99,100,5402,1906.0
elligator2,11,10,0,99,100,5402,1877.0
simple_swu,11,0,1,99,100,5402,2302.0
elligator2,11,4,1,99,100,5402,2015.0
simple_swu,11,1,0,99,100,5402,2367.0
simple_swu,11,10,0,99,100,5402,2349.0
elligator2,11,5,0,99,100,5402,1953.0
simple_swu,11,7,0,99,100,5402,2345.0
elligator2,11,1,0,99,100,5402,1901.0
simple_swu,11,8,1,99,100,5402,2281.0
elligator2,11,2,0,99,100,5402,1888.0
simple_swu,11,9,0,100,100,5402,2341.0
elligator2,11,9,0,100,100,5402,1883.0
elligator2,11,10,0,100,100,5402,1878.0
simple_swu,11,7,0,100,100,5402,2331.0
simple_swu,11,8,1,100,100,5402,2330.0
simple_swu,11,10,0,100,100,5402,2334.0
elligator2,11,3,0,100,100,5402,1899.0
elligator2,11,5,0,100,100,5402,1887.0
elligator2,11,0,0,100,100,5402,1958.0
simple_swu,11,5,0,100,100,5402,2354.0
simple_swu,11,4,0,100,100,5402,2364.0
elligator2,11,7,1,100,100,5402,1945.0
simple_swu,11,6,0,100,100,5402,2361.0
elligator2,11,8,0,100,100,5402,1905.0
simple_swu,11,0,1,100,100,5402,2301.0
simple_swu,11,3,1,100,100,5402,2291.0
elligator2,11,1,0,100,100,5402,1985.0
elligator2,11,2,0,100,100,5402,3566.0
elligator2,11,6,0,100,100,5402,1949.0
simple_swu,11,1,0,100,100,5402,2490.0
elligator2,11,4,1,100,100,5402,1946.0
simple_swu,11,2,0,100,100,5402,2347.0
simple_swu,11,0,1,101,100,5402,2411.0
simple_swu,11,8,1,101,100,5402,2289.0
simple_swu,11,5,0,101,100,5402,2614.0
elligator2,11,3,0,101,100,5402,1957.0
elligator2,11,9,0,101,100,5402,1902.0
simple_swu,11,9,0,101,100,5402,2343.0
elligator2,11,0,0,101,100,5402,1972.0
simple_swu,11,1,0,101,100,5402,2357.0
elligator2,11,5,0,101,100,5402,1931.0
elligator2,11,4,1,101,100,5402,1923.0
simple_swu,11,10,0,101,100,5402,2520.0
simple_swu,11,4,0,101,100,5402,2298.0
simple_swu,11,3,1,101,100,5402,2255.0
simple_swu,11,2,0,101,100,5402,2307.0
elligator2,11,6,0,101,100,5402,1922.0
elligator2,11,7,1,101,100,5402,1913.0
elligator2,11,2,0,101,100,5402,1847.0
simple_swu,11,6,0,101,100,5402,2290.0
elligator2,11,1,0,101,100,5402,1912.0
simple_swu,11,7,0,101,100,5402,2311.0
elligator2,11,8,0,101,100,5402,1994.0
elligator2,11,10,0,101,100,5402,1850.0
simple_swu,11,4,0,102,100,5402,2301.0
simple_swu,11,9,0,102,100,5402,2288.0
elligator2,11,9,0,102,100,5402,1872.0
simple_swu,11,1,0,102,100,5402,2309.0
elligator2,11,5,0,102,100,5402,1875.0
simple_swu,11,2,0,102,100,5402,2298.0
simple_swu,11,0,1,102,100,5402,2293.0
elligator2,11,10,0,102,100,5402,1870.0
elligator2,11,6,0,102,100,5402,1889.0
elligator2,11,8,0,102,100,5402,1858.0
elligator2,11,1,0,102,100,5402,1859.0
simple_swu,11,5,0,102,100,5402,2321.0
simple_swu,11,8,1,102,100,5402,2262.0
elligator2,11,0,0,102,100,5402,1976.0
elligator2,11,3,0,102,100,5402,1863.0
elligator2,11,7,1,102,100,5402,1939.0
simple_swu,11,3,1,102,100,5402,2310.0
elligator2,11,2,0,102,100,5402,1927.0
simple_swu,11,10,0,102,100,5402,2300.0
simple_swu,11,7,0,102,100,5402,2293.0
simple_swu,11,6,0,102,100,5402,2288.0
elligator2,11,4,1,102,100,5402,1963.0
simple_swu,11,0,1,103,100,5402,2272.0
elligator2,11,2,0,103,100,5402,1903.0
elligator2,11,1,0,103,100,5402,1954.0
simple_swu,11,10,0,103,100,5402,2314.0
elligator2,11,10,0,103,100,5402,1867.0
simple_swu,11,2,0,103,100,5402,2418.0
simple_swu,11,9,0,103,100,5402,2313.0
simple_swu,11,5,0,103,100,5402,2308.0
simple_swu,11,7,0,103,100,5402,2308.0
elligator2,11,0,0,103,100,5402,1948.0
elligator2,11,8,0,103,100,5402,1927.0
simple_swu,11,8,1,103,100,5402,2273.0
simple_swu,11,4,0,103,100,5402,2323.0
elligator2,11,5,0,103,100,5402,1900.0
simple_swu,11,3,1,103,100,5402,2270.0
elligator2,11,4,1,103,100,5402,1922.0
elligator2,11,9,0,103,100,5402,1856.0
elligator2,11,3,0,103,100,5402,1886.0
simple_swu,11,6,0,103,100,5402,2297.0
elligator2,11,7,1,103,100,5402,2118.0
elligator2,11,6,0,103,100,5402,1949.0
simple_swu,11,1,0,103,100,5402,2393.0
elligator2,11,5,0,104,100,5402,1947.0
simple_swu,11,1,0,104,100,5402,2334.0
simple_swu,11,3,1,104,100,5402,2247.0
simple_swu,11,7,0,104,100,5402,2898.0
simple_swu,11,10,0,104,100,5402,2311.0
elligator2,11,9,0,104,100,5402,1974.0
elligator2,11,8,0,104,100,5402,1875.0
simple_swu,11,9,0,104,100,5402,2302.0
elligator2,11,6,0,104,100,5402,1936.0
simple_swu,11,5,0,104,100,5402,2314.0
elligator2,11,4,1,104,100,5402,1910.0
elligator2,11,7,1,104,100,5402,1875.0
simple_swu,11,8,1,104,100,5402,2246.0
elligator2,11,0,0,104,100,5402,1895.0
elligator2,11,1,0,104,100,5402,1887.0
elligator2,11,2,0,104,100,5402,1913.0
simple_swu,11,2,0,104,100,5402,2316.0
elligator2,11,10,0,104,100,5402,1879.0
simple_swu,11,0,1,104,100,5402,2290.0
simple_swu,11,6,0,104,100,5402,2332.0
simple_swu,11,4,0,104,100,5402,2339.0
elligator2,11,3,0,104,100,5402,1919.0
simple_swu,11,3,1,105,100,5402,2300.0
elligator2,11,9,0,105,100,5402,1935.0
simple_swu,11,10,0,105,100,5402,2379.0
simple_swu,11,9,0,105,100,5402,2341.0
elligator2,11,5,0,105,100,5402,1949.0
elligator2,11,0,0,105,100,5402,1950.0
simple_swu,11,8,1,105,100,5402,2287.0
elligator2,11,1,0,105,100,5402,1905.0
elligator2,11,8,0,105,100,5402,1896.0
elligator2,11,3,0,105,100,5402,1882.0
simple_swu,11,6,0,105,100,5402,2540.0
elligator2,11,4,1,105,100,5402,2008.0
elligator2,11,2,0,105,100,5402,1946.0
elligator2,11,6,0,105,100,5402,1924.0
simple_swu,11,0,1,105,100,5402,2298.0
simple_swu,11,4,0,105,100,5402,2486.0
simple_swu,11,5,0,105,100,5402,2318.0
simple_swu,11,1,0,105,100,5402,2317.0
elligator2,11,7,1,105,100,5402,2003.0
elligator2,11,10,0,105,100,5402,1871.0
simple_swu,11,7,0,105,100,5402,2327.0
simple_swu,11,2,0,105,100,5402,2309.0
simple_swu,11,4,0,106,100,5402,2327.0
elligator2,11,8,0,106,100,5402,1902.0
elligator2,11,9,0,106,100,5402,1873.0
simple_swu,11,9,0,106,100,5402,2323.0
elligator2,11,10,0,106,100,5402,1881.0
simple_swu,11,3,1,106,100,5402,2279.0
elligator2,11,2,0,106,100,5402,1913.0
simple_swu,11,8,1,106,100,5402,2270.0
simple_swu,11,6,0,106,100,5402,2309.0
simple_swu,11,0,1,106,100,5402,2264.0
simple_swu,11,5,0,106,100,5402,2309.0
elligator2,11,6,0,106,100,5402,1913.0
elligator2,11,0,0,106,100,5402,1923.0
simple_swu,11,7,0,106,100,5402,2446.0
simple_swu,11,2,0,106,100,5402,2332.0
elligator2,11,7,1,106,100,5402,1951.0
elligator2,11,5,0,106,100,5402,1883.0
elligator2,11,1,0,106,100,5402,1874.0
simple_swu,11,1,0,106,100,5402,2324.0
elligator2,11,4,1,106,100,5402,1912.0
elligator2,11,3,0,106,100,5402,1907.0
simple_swu,11,10,0,106,100,5402,2315.0
simple_swu,11,6,0,107,100,5402,2319.0
simple_swu,11,7,0,107,100,5402,2355.0
elligator2,11,7,1,107,100,5402,1915.0
simple_swu,11,9,0,107,100,5402,2326.0
elligator2,11,1,0,107,100,5402,1878.0
elligator2,11,9,0,107,100,5402,1921.0
elligator2,11,2,0,107,100,5402,1866.0
simple_swu,11,10,0,107,100,5402,2709.0
elligator2,11,4,1,107,100,5402,1959.0
elligator2,11,5,0,107,100,5402,1910.0
elligator2,11,3,0,107,100,5402,1993.0
elligator2,11,6,0,107,100,5402,1903.0
elligator2,11,10,0,107,100,5402,1988.0
simple_swu,11,3,1,107,100,5402,2296.0
elligator2,11,8,0,107,100,5402,1894.0
simple_swu,11,1,0,107,100,5402,2295.0
elligator2,11,0,0,107,100,5402,1945.0
simple_swu,11,8,1,107,100,5402,2260.0
simple_swu,11,2,0,107,100,5402,2293.0
simple_swu,11,5,0,107,100,5402,2344.0
simple_swu,11,0,1,107,100,5402,2270.0
simple_swu,11,4,0,107,100,5402,2303.0
elligator2,11,0,0,108,100,5402,1932.0
simple_swu,11,3,1,108,100,5402,2255.0
elligator2,11,6,0,108,100,5402,1894.0
simple_swu,11,1,0,108,100,5402,2288.0
simple_swu,11,6,0,108,100,5402,2276.0
simple_swu,11,0,1,108,100,5402,2255.0
simple_swu,11,10,0,108,100,5402,2336.0
elligator2,11,5,0,108,100,5402,1897.0
elligator2,11,4,1,108,100,5402,1935.0
simple_swu,11,9,0,108,100,5402,2487.0
elligator2,11,3,0,108,100,5402,1890.0
simple_swu,11,4,0,108,100,5402,2288.0
elligator2,11,9,0,108,100,5402,1885.0
elligator2,11,1,0,108,100,5402,1868.0
simple_swu,11,8,1,108,100,5402,2269.0
elligator2,11,8,0,108,100,5402,1944.0
simple_swu,11,7,0,108,100,5402,2296.0
elligator2,11,2,0,108,100,5402,1888.0
simple_swu,11,2,0,108,100,5402,2295.0
simple_swu,11,5,0,108,100,5402,2263.0
elligator2,11,7,1,108,100,5402,1904.0
elligator2,11,10,0,108,100,5402,1858.0
elligator2,11,5,0,109,100,5402,1888.0
simple_swu,11,2,0,109,100,5402,2289.0
simple_swu,11,4,0,109,100,5402,2310.0
