mapping,p,u,exceptional,sample,batch,seed,nanoseconds_per_call
simple_swu,11,10,0,122,100,5402,2320.0
elligator2,11,6,0,122,100,5402,1897.0
simple_swu,11,5,0,122,100,5402,2329.0
simple_swu,11,6,0,122,100,5402,2306.0
elligator2,11,4,1,122,100,5402,1922.0
simple_swu,11,4,0,122,100,5402,2345.0
simple_swu,11,0,1,122,100,5402,2304.0
elligator2,11,8,0,123,100,5402,1897.0
elligator2,11,1,0,123,100,5402,1877.0
simple_swu,11,8,1,123,100,5402,2268.0
simple_swu,11,4,0,123,100,5402,2299.0
elligator2,11,9,0,123,100,5402,1873.0
simple_swu,11,10,0,123,100,5402,2311.0
simple_swu,11,5,0,123,100,5402,2378.0
simple_swu,11,7,0,123,100,5402,2313.0
elligator2,11,4,1,123,100,5402,1969.0
elligator2,11,0,0,123,100,5402,1981.0
simple_swu,11,6,0,123,100,5402,2311.0
simple_swu,11,2,0,123,100,5402,2303.0
elligator2,11,5,0,123,100,5402,1909.0
elligator2,11,3,0,123,100,5402,1878.0
elligator2,11,2,0,123,100,5402,1872.0
elligator2,11,10,0,123,100,5402,1875.0
elligator2,11,6,0,123,100,5402,1881.0
simple_swu,11,0,1,123,100,5402,2271.0
elligator2,11,7,1,123,100,5402,1983.0
simple_swu,11,3,1,123,100,5402,2274.0
simple_swu,11,9,0,123,100,5402,2311.0
simple_swu,11,1,0,123,100,5402,2319.0
elligator2,11,10,0,124,100,5402,1928.0
simple_swu,11,6,0,124,100,5402,2408.0
simple_swu,11,7,0,124,100,5402,3418.0
simple_swu,11,8,1,124,100,5402,3405.0
simple_swu,11,4,0,124,100,5402,2404.0
elligator2,11,3,0,124,100,5402,1958.0
simple_swu,11,1,0,124,100,5402,2398.0
elligator2,11,0,0,124,100,5402,2010.0
elligator2,11,5,0,124,100,5402,1925.0
simple_swu,11,5,0,124,100,5402,2342.0
simple_swu,11,10,0,124,100,5402,2327.0
elligator2,11,9,0,124,100,5402,1935.0
elligator2,11,1,0,124,100,5402,1962.0
simple_swu,11,0,1,124,100,5402,2336.0
simple_swu,11,9,0,124,100,5402,2348.0
elligator2,11,2,0,124,100,5402,1947.0
simple_swu,11,3,1,124,100,5402,2318.0
elligator2,11,8,0,124,100,5402,1931.0
elligator2,11,4,1,124,100,5402,1937.0
simple_swu,11,2,0,124,100,5402,2325.0
elligator2,11,7,1,124,100,5402,1953.0
elligator2,11,6,0,124,100,5402,1908.0
simple_swu,11,10,0,125,100,5402,2378.0
simple_swu,11,2,0,125,100,5402,2337.0
simple_swu,11,8,1,125,100,5402,2307.0
simple_swu,11,3,1,125,100,5402,2308.0
simple_swu,11,9,0,125,100,5402,2368.0
simple_swu,11,5,0,125,100,5402,2333.0
elligator2,11,4,1,125,100,5402,1964.0
elligator2,11,1,0,125,100,5402,1944.0
elligator2,11,2,0,125,100,5402,1970.0
elligator2,11,7,1,125,100,5402,1998.0
elligator2,11,10,0,125,100,5402,1929.0
simple_swu,11,7,0,125,100,5402,2345.0
simple_swu,11,4,0,125,100,5402,2327.0
elligator2,11,6,0,125,100,5402,2013.0
simple_swu,11,0,1,125,100,5402,2297.0
simple_swu,11,1,0,125,100,5402,2342.0
elligator2,11,9,0,125,100,5402,1948.0
simple_swu,11,6,0,125,100,5402,2340.0
elligator2,11,3,0,125,100,5402,1997.0
elligator2,11,8,0,125,100,5402,1908.0
elligator2,11,5,0,125,100,5402,1933.0
elligator2,11,0,0,125,100,5402,2002.0
simple_swu,11,4,0,126,100,5402,2341.0
elligator2,11,1,0,126,100,5402,1963.0
simple_swu,11,3,1,126,100,5402,2282.0
elligator2,11,9,0,126,100,5402,1952.0
elligator2,11,6,0,126,100,5402,1914.0
elligator2,11,3,0,126,100,5402,1934.0
simple_swu,11,0,1,126,100,5402,2293.0
simple_swu,11,1,0,126,100,5402,2331.0
simple_swu,11,5,0,126,100,5402,2324.0
elligator2,11,0,0,126,100,5402,1999.0
simple_swu,11,2,0,126,100,5402,2482.0
simple_swu,11,6,0,126,100,5402,2352.0
elligator2,11,4,1,126,100,5402,1941.0
simple_swu,11,7,0,126,100,5402,2350.0
elligator2,11,10,0,126,100,5402,1943.0
simple_swu,11,9,0,126,100,5402,2392.0
simple_swu,11,8,1,126,100,5402,2390.0
elligator2,11,5,0,126,100,5402,1947.0
elligator2,11,7,1,126,100,5402,1947.0
simple_swu,11,10,0,126,100,5402,2339.0
elligator2,11,2,0,126,100,5402,1927.0
elligator2,11,8,0,126,100,5402,1919.0
simple_swu,11,10,0,127,100,5402,2343.0
simple_swu,11,0,1,127,100,5402,2349.0
elligator2,11,10,0,127,100,5402,1966.0
simple_swu,11,7,0,127,100,5402,2326.0
simple_swu,11,8,1,127,100,5402,2286.0
simple_swu,11,9,0,127,100,5402,2327.0
elligator2,11,7,1,127,100,5402,1922.0
elligator2,11,5,0,127,100,5402,1900.0
simple_swu,11,1,0,127,100,5402,2966.0
simple_swu,11,2,0,127,100,5402,3129.0
elligator2,11,3,0,127,100,5402,2262.0
elligator2,11,8,0,127,100,5402,1877.0
simple_swu,11,6,0,127,100,5402,2324.0
simple_swu,11,5,0,127,100,5402,2313.0
elligator2,11,0,0,127,100,5402,1926.0
simple_swu,11,4,0,127,100,5402,2297.0
elligator2,11,9,0,127,100,5402,1871.0
elligator2,11,4,1,127,100,5402,1888.0
elligator2,11,2,0,127,100,5402,1859.0
elligator2,11,1,0,127,100,5402,1886.0
elligator2,11,6,0,127,100,5402,1858.0
simple_swu,11,3,1,127,100,5402,2268.0
elligator2,11,7,1,128,100,5402,1998.0
elligator2,11,2,0,128,100,5402,1867.0
elligator2,11,3,0,128,100,5402,1855.0
simple_swu,11,10,0,128,100,5402,2316.0
elligator2,11,9,0,128,100,5402,1858.0
simple_swu,11,6,0,128,100,5402,2326.0
elligator2,11,6,0,128,100,5402,1871.0
simple_swu,11,7,0,128,100,5402,2364.0
simple_swu,11,3,1,128,100,5402,2273.0
simple_swu,11,8,1,128,100,5402,2257.0
simple_swu,11,2,0,128,100,5402,2315.0
elligator2,11,4,1,128,100,5402,1901.0
simple_swu,11,4,0,128,100,5402,2330.0
simple_swu,11,0,1,128,100,5402,2274.0
simple_swu,11,9,0,128,100,5402,2305.0
simple_swu,11,5,0,128,100,5402,2341.0
elligator2,11,5,0,128,100,5402,1909.0
elligator2,11,0,0,128,100,5402,1928.0
elligator2,11,10,0,128,100,5402,1919.0
elligator2,11,1,0,128,100,5402,1908.0
elligator2,11,8,0,128,100,5402,1880.0
simple_swu,11,1,0,128,100,5402,2624.0
simple_swu,11,0,1,129,100,5402,2300.0
elligator2,11,10,0,129,100,5402,1890.0
elligator2,11,3,0,129,100,5402,1866.0
simple_swu,11,6,0,129,100,5402,2348.0
simple_swu,11,4,0,129,100,5402,2298.0
simple_swu,11,2,0,129,100,5402,2335.0
simple_swu,11,10,0,129,100,5402,2314.0
elligator2,11,4,1,129,100,5402,1889.0
elligator2,11,7,1,129,100,5402,1876.0
elligator2,11,5,0,129,100,5402,1860.0
elligator2,11,2,0,129,100,5402,1853.0
simple_swu,11,3,1,129,100,5402,2307.0
elligator2,11,0,0,129,100,5402,1944.0
elligator2,11,9,0,129,100,5402,1872.0
simple_swu,11,5,0,129,100,5402,2347.0
elligator2,11,8,0,129,100,5402,1884.0
elligator2,11,1,0,129,100,5402,1885.0
simple_swu,11,7,0,129,100,5402,2314.0
simple_swu,11,9,0,129,100,5402,2309.0
simple_swu,11,8,1,129,100,5402,2271.0
simple_swu,11,1,0,129,100,5402,2297.0
elligator2,11,6,0,129,100,5402,1905.0
simple_swu,11,1,0,130,100,5402,2323.0
simple_swu,11,2,0,130,100,5402,2307.0
simple_swu,11,5,0,130,100,5402,2312.0
elligator2,11,0,0,130,100,5402,1919.0
simple_swu,11,10,0,130,100,5402,2324.0
elligator2,11,6,0,130,100,5402,1876.0
elligator2,11,4,1,130,100,5402,1883.0
simple_swu,11,3,1,130,100,5402,2377.0
simple_swu,11,6,0,130,100,5402,2350.0
elligator2,11,5,0,130,100,5402,1895.0
simple_swu,11,0,1,130,100,5402,2301.0
elligator2,11,8,0,130,100,5402,1876.0
simple_swu,11,9,0,130,100,5402,2326.0
simple_swu,11,4,0,130,100,5402,2319.0
elligator2,11,7,1,130,100,5402,1883.0
elligator2,11,1,0,130,100,5402,2175.0
elligator2,11,10,0,130,100,5402,2170.0
simple_swu,11,7,0,130,100,5402,2374.0
elligator2,11,3,0,130,100,5402,1888.0
elligator2,11,9,0,130,100,5402,1863.0
elligator2,11,2,0,130,100,5402,1841.0
simple_swu,11,8,1,130,100,5402,2262.0
elligator2,11,0,0,131,100,5402,1925.0
simple_swu,11,1,0,131,100,5402,2320.0
simple_swu,11,4,0,131,100,5402,2284.0
elligator2,11,9,0,131,100,5402,1852.0
elligator2,11,7,1,131,100,5402,1930.0
elligator2,11,2,0,131,100,5402,1830.0
elligator2,11,3,0,131,100,5402,1916.0
elligator2,11,5,0,131,100,5402,1904.0
simple_swu,11,7,0,131,100,5402,2312.0
simple_swu,11,9,0,131,100,5402,2309.0
simple_swu,11,5,0,131,100,5402,2307.0
simple_swu,11,10,0,131,100,5402,2304.0
elligator2,11,1,0,131,100,5402,1896.0
elligator2,11,8,0,131,100,5402,1873.0
simple_swu,11,8,1,131,100,5402,2292.0
simple_swu,11,2,0,131,100,5402,2294.0
elligator2,11,10,0,131,100,5402,1929.0
elligator2,11,6,0,131,100,5402,1885.0
elligator2,11,4,1,131,100,5402,1930.0
simple_swu,11,0,1,131,100,5402,2293.0
simple_swu,11,3,1,131,100,5402,2252.0
simple_swu,11,6,0,131,100,5402,2281.0
simple_swu,11,0,1,132,100,5402,2314.0
elligator2,11,0,0,132,100,5402,1966.0
elligator2,11,10,0,132,100,5402,1914.0
simple_swu,11,2,0,132,100,5402,2311.0
elligator2,11,9,0,132,100,5402,1914.0
elligator2,11,5,0,132,100,5402,1882.0
simple_swu,11,3,1,132,100,5402,2259.0
simple_swu,11,4,0,132,100,5402,2291.0
simple_swu,11,10,0,132,100,5402,2297.0
elligator2,11,7,1,132,100,5402,1946.0
simple_swu,11,7,0,132,100,5402,2303.0
simple_swu,11,1,0,132,100,5402,2304.0
elligator2,11,2,0,132,100,5402,1878.0
simple_swu,11,6,0,132,100,5402,2285.0
elligator2,11,6,0,132,100,5402,1887.0
elligator2,11,3,0,132,100,5402,1869.0
simple_swu,11,8,1,132,100,5402,2252.0
elligator2,11,1,0,132,100,5402,1915.0
elligator2,11,8,0,132,100,5402,1868.0
simple_swu,11,9,0,132,100,5402,2367.0
elligator2,11,4,1,132,100,5402,1916.0
simple_swu,11,5,0,132,100,5402,2296.0
elligator2,11,5,0,133,100,5402,1895.0
simple_swu,11,5,0,133,100,5402,2285.0
simple_swu,11,1,0,133,100,5402,2284.0
elligator2,11,10,0,133,100,5402,1875.0
elligator2,11,6,0,133,100,5402,1874.0
simple_swu,11,2,0,133,100,5402,2320.0
simple_swu,11,8,1,133,100,5402,2247.0
simple_swu,11,4,0,133,100,5402,2293.0
simple_swu,11,7,0,133,100,5402,2282.0
elligator2,11,8,0,133,100,5402,1897.0
elligator2,11,0,0,133,100,5402,1959.0
elligator2,11,1,0,133,100,5402,1908.0
elligator2,11,3,0,133,100,5402,1885.0
simple_swu,11,0,1,133,100,5402,2272.0
elligator2,11,4,1,133,100,5402,1940.0
elligator2,11,9,0,133,100,5402,1938.0
simple_swu,11,9,0,133,100,5402,2308.0
simple_swu,11,6,0,133,100,5402,2299.0
simple_swu,11,10,0,133,100,5402,2303.0
elligator2,11,2,0,133,100,5402,1879.0
elligator2,11,7,1,133,100,5402,1903.0
simple_swu,11,3,1,133,100,5402,2274.0
simple_swu,11,7,0,134,100,5402,2294.0
elligator2,11,10,0,134,100,5402,1891.0
elligator2,11,4,1,134,100,5402,1957.0
elligator2,11,8,0,134,100,5402,2158.0
simple_swu,11,4,0,134,100,5402,3118.0
simple_swu,11,1,0,134,100,5402,2324.0
simple_swu,11,3,1,134,100,5402,2272.0
elligator2,11,9,0,134,100,5402,1962.0
simple_swu,11,9,0,134,100,5402,2757.0
elligator2,11,7,1,134,100,5402,2053.0
elligator2,11,0,0,134,100,5402,1931.0
elligator2,11,2,0,134,100,5402,1881.0
simple_swu,11,8,1,134,100,5402,2281.0
elligator2,11,1,0,134,100,5402,1890.0
elligator2,11,3,0,134,100,5402,1935.0
simple_swu,11,2,0,134,100,5402,2313.0
elligator2,11,5,0,134,100,5402,1902.0
simple_swu,11,0,1,134,100,5402,2291.0
elligator2,11,6,0,134,100,5402,1922.0
simple_swu,11,5,0,134,100,5402,2339.0
simple_swu,11,6,0,134,100,5402,2296.0
simple_swu,11,10,0,134,100,5402,2301.0
elligator2,11,1,0,135,100,5402,1916.0
simple_swu,11,10,0,135,100,5402,2315.0
elligator2,11,6,0,135,100,5402,1906.0
simple_swu,11,9,0,135,100,5402,2302.0
simple_swu,11,5,0,135,100,5402,2310.0
simple_swu,11,3,1,135,100,5402,2280.0
simple_swu,11,7,0,135,100,5402,2329.0
elligator2,11,5,0,135,100,5402,1920.0
elligator2,11,3,0,135,100,5402,1918.0
elligator2,11,8,0,135,100,5402,1924.0
simple_swu,11,2,0,135,100,5402,2317.0
simple_swu,11,0,1,135,100,5402,2291.0
elligator2,11,0,0,135,100,5402,1943.0
simple_swu,11,4,0,135,100,5402,2327.0
elligator2,11,10,0,135,100,5402,1924.0
simple_swu,11,6,0,135,100,5402,2308.0
elligator2,11,9,0,135,100,5402,1959.0
elligator2,11,4,1,135,100,5402,1923.0
simple_swu,11,1,0,135,100,5402,2344.0
simple_swu,11,8,1,135,100,5402,2286.0
elligator2,11,7,1,135,100,5402,1959.0
elligator2,11,2,0,135,100,5402,1943.0
elligator2,11,2,0,136,100,5402,1950.0
simple_swu,11,2,0,136,100,5402,2387.0
elligator2,11,1,0,136,100,5402,1920.0
simple_swu,11,4,0,136,100,5402,2341.0
simple_swu,11,7,0,136,100,5402,2308.0
simple_swu,11,9,0,136,100,5402,2302.0
simple_swu,11,8,1,136,100,5402,2266.0
elligator2,11,6,0,136,100,5402,1926.0
elligator2,11,7,1,136,100,5402,1965.0
elligator2,11,3,0,136,100,5402,1893.0
elligator2,11,0,0,136,100,5402,2020.0
simple_swu,11,6,0,136,100,5402,2353.0
elligator2,11,5,0,136,100,5402,1940.0
simple_swu,11,10,0,136,100,5402,2308.0
elligator2,11,9,0,136,100,5402,1878.0
elligator2,11,4,1,136,100,5402,1903.0
elligator2,11,10,0,136,100,5402,1867.0
elligator2,11,8,0,136,100,5402,1874.0
simple_swu,11,3,1,136,100,5402,2274.0
simple_swu,11,1,0,136,100,5402,2315.0
simple_swu,11,0,1,136,100,5402,2282.0
simple_swu,11,5,0,136,100,5402,2305.0
simple_swu,11,7,0,137,100,5402,2300.0
simple_swu,11,1,0,137,100,5402,2298.0
elligator2,11,3,0,137,100,5402,1905.0
elligator2,11,1,0,137,100,5402,1881.0
simple_swu,11,0,1,137,100,5402,2269.0
simple_swu,11,9,0,137,100,5402,2305.0
simple_swu,11,3,1,137,100,5402,2276.0
elligator2,11,2,0,137,100,5402,1896.0
elligator2,11,6,0,137,100,5402,1896.0
simple_swu,11,4,0,137,100,5402,2346.0
elligator2,11,8,0,137,100,5402,2187.0
simple_swu,11,8,1,137,100,5402,2303.0
elligator2,11,10,0,137,100,5402,1919.0
elligator2,11,9,0,137,100,5402,1869.0
elligator2,11,0,0,137,100,5402,1985.0
simple_swu,11,5,0,137,100,5402,2327.0
simple_swu,11,6,0,137,100,5402,2316.0
simple_swu,11,10,0,137,100,5402,2318.0
elligator2,11,5,0,137,100,5402,1934.0
elligator2,11,4,1,137,100,5402,1925.0
elligator2,11,7,1,137,100,5402,1915.0
simple_swu,11,2,0,137,100,5402,2331.0
simple_swu,11,3,1,138,100,5402,2274.0
elligator2,11,0,0,138,100,5402,1973.0
elligator2,11,5,0,138,100,5402,1900.0
simple_swu,11,10,0,138,100,5402,2331.0
elligator2,11,8,0,138,100,5402,1897.0
simple_swu,11,8,1,138,100,5402,2283.0
simple_swu,11,2,0,138,100,5402,2316.0
simple_swu,11,9,0,138,100,5402,2310.0
elligator2,11,4,1,138,100,5402,1917.0
elligator2,11,2,0,138,100,5402,1885.0
elligator2,11,3,0,138,100,5402,1896.0
simple_swu,11,7,0,138,100,5402,2354.0
simple_swu,11,5,0,138,100,5402,2323.0
simple_swu,11,4,0,138,100,5402,2331.0
simple_swu,11,1,0,138,100,5402,2331.0
elligator2,11,7,1,138,100,5402,1913.0
simple_swu,11,6,0,138,100,5402,2307.0
simple_swu,11,0,1,138,100,5402,2270.0
elligator2,11,6,0,138,100,5402,1893.0
elligator2,11,10,0,138,100,5402,1895.0
elligator2,11,9,0,138,100,5402,1865.0
elligator2,11,1,0,138,100,5402,1860.0
elligator2,11,5,0,139,100,5402,1883.0
simple_swu,11,8,1,139,100,5402,2263.0
simple_swu,11,3,1,139,100,5402,2247.0
simple_swu,11,2,0,139,100,5402,2342.0
simple_swu,11,6,0,139,100,5402,2333.0
elligator2,11,10,0,139,100,5402,1884.0
elligator2,11,1,0,139,100,5402,1963.0
elligator2,11,4,1,139,100,5402,1914.0
simple_swu,11,1,0,139,100,5402,2341.0
elligator2,11,2,0,139,100,5402,1892.0
simple_swu,11,5,0,139,100,5402,2314.0
elligator2,11,0,0,139,100,5402,1940.0
simple_swu,11,10,0,139,100,5402,2327.0
elligator2,11,8,0,139,100,5402,1877.0
simple_swu,11,0,1,139,100,5402,2283.0
elligator2,11,6,0,139,100,5402,1922.0
simple_swu,11,4,0,139,100,5402,2322.0
simple_swu,11,7,0,139,100,5402,2325.0
elligator2,11,3,0,139,100,5402,1889.0
elligator2,11,7,1,139,100,5402,2287.0
simple_swu,11,9,0,139,100,5402,2435.0
elligator2,11,9,0,139,100,5402,1947.0
elligator2,11,2,0,140,100,5402,1931.0
simple_swu,11,4,0,140,100,5402,2401.0
elligator2,11,4,1,140,100,5402,1935.0
simple_swu,11,6,0,140,100,5402,2334.0
elligator2,11,6,0,140,100,5402,1940.0
elligator2,11,1,0,140,100,5402,1915.0
simple_swu,11,2,0,140,100,5402,2339.0
elligator2,11,10,0,140,100,5402,1908.0
elligator2,11,8,0,140,100,5402,1903.0
simple_swu,11,5,0,140,100,5402,2387.0
simple_swu,11,9,0,140,100,5402,2368.0
simple_swu,11,1,0,140,100,5402,2366.0
elligator2,11,5,0,140,100,5402,1939.0
simple_swu,11,0,1,140,100,5402,2285.0
elligator2,11,3,0,140,100,5402,1943.0
elligator2,11,9,0,140,100,5402,1917.0
simple_swu,11,3,1,140,100,5402,2445.0
simple_swu,11,7,0,140,100,5402,3057.0
simple_swu,11,8,1,140,100,5402,2267.0
elligator2,11,0,0,140,100,5402,1968.0
simple_swu,11,10,0,140,100,5402,2302.0
elligator2,11,7,1,140,100,5402,1915.0
simple_swu,11,9,0,141,100,5402,2290.0
elligator2,11,2,0,141,100,5402,2066.0
simple_swu,11,10,0,141,100,5402,2401.0
elligator2,11,3,0,141,100,5402,1886.0
elligator2,11,4,1,141,100,5402,1922.0
elligator2,11,5,0,141,100,5402,1883.0
simple_swu,11,0,1,141,100,5402,2265.0
elligator2,11,9,0,141,100,5402,1880.0
simple_swu,11,3,1,141,100,5402,2247.0
simple_swu,11,5,0,141,100,5402,2306.0
elligator2,11,6,0,141,100,5402,1917.0
simple_swu,11,7,0,141,100,5402,2333.0
simple_swu,11,8,1,141,100,5402,2259.0
simple_swu,11,1,0,141,100,5402,2468.0
elligator2,11,1,0,141,100,5402,1957.0
simple_swu,11,6,0,141,100,5402,2392.0
elligator2,11,8,0,141,100,5402,1961.0
elligator2,11,0,0,141,100,5402,1952.0
elligator2,11,10,0,141,100,5402,1917.0
simple_swu,11,4,0,141,100,5402,2363.0
elligator2,11,7,1,141,100,5402,1918.0
simple_swu,11,2,0,141,100,5402,2394.0
elligator2,11,1,0,142,100,5402,1917.0
elligator2,11,5,0,142,100,5402,2307.0
simple_swu,11,3,1,142,100,5402,2306.0
simple_swu,11,0,1,142,100,5402,2323.0
simple_swu,11,7,0,142,100,5402,2349.0
elligator2,11,0,0,142,100,5402,1945.0
elligator2,11,4,1,142,100,5402,1917.0
simple_swu,11,4,0,142,100,5402,2355.0
simple_swu,11,1,0,142,100,5402,2389.0
elligator2,11,10,0,142,100,5402,1926.0
simple_swu,11,5,0,142,100,5402,2384.0
simple_swu,11,2,0,142,100,5402,2381.0
simple_swu,11,6,0,142,100,5402,2326.0
simple_swu,11,9,0,142,100,5402,2360.0
elligator2,11,7,1,142,100,5402,2301.0
simple_swu,11,10,0,142,100,5402,2443.0
simple_swu,11,8,1,142,100,5402,3056.0
elligator2,11,9,0,142,100,5402,1972.0
elligator2,11,6,0,142,100,5402,1928.0
elligator2,11,2,0,142,100,5402,1917.0
elligator2,11,3,0,142,100,5402,1993.0
elligator2,11,8,0,142,100,5402,1922.0
simple_swu,11,1,0,143,100,5402,2382.0
elligator2,11,9,0,143,100,5402,1929.0
simple_swu,11,3,1,143,100,5402,2292.0
elligator2,11,6,0,143,100,5402,1950.0
elligator2,11,10,0,143,100,5402,1880.0
simple_swu,11,7,0,143,100,5402,2363.0
simple_swu,11,6,0,143,100,5402,2348.0
simple_swu,11,4,0,143,100,5402,2650.0
elligator2,11,8,0,143,100,5402,2363.0
simple_swu,11,8,1,143,100,5402,2716.0
elligator2,11,5,0,143,100,5402,1937.0
simple_swu,11,0,1,143,100,5402,2339.0
simple_swu,11,9,0,143,100,5402,2317.0
elligator2,11,4,1,143,100,5402,1937.0
elligator2,11,1,0,143,100,5402,1889.0
elligator2,11,7,1,143,100,5402,1923.0
simple_swu,11,2,0,143,100,5402,2323.0
elligator2,11,0,0,143,100,5402,1956.0
simple_swu,11,5,0,143,100,5402,2369.0
elligator2,11,2,0,143,100,5402,1905.0
elligator2,11,3,0,143,100,5402,1899.0
simple_swu,11,10,0,143,100,5402,2357.0
simple_swu,11,4,0,144,100,5402,3405.0
elligator2,11,0,0,144,100,5402,2001.0
simple_swu,11,0,1,144,100,5402,2298.0
simple_swu,11,1,0,144,100,5402,2371.0
simple_swu,11,9,0,144,100,5402,2340.0
simple_swu,11,8,1,144,100,5402,2281.0
simple_swu,11,5,0,144,100,5402,2396.0
elligator2,11,1,0,144,100,5402,1910.0
simple_swu,11,3,1,144,100,5402,2600.0
simple_swu,11,6,0,144,100,5402,2350.0
simple_swu,11,7,0,144,100,5402,2356.0
simple_swu,11,2,0,144,100,5402,2323.0
elligator2,11,9,0,144,100,5402,1922.0
elligator2,11,5,0,144,100,5402,1902.0
elligator2,11,6,0,144,100,5402,1910.0
elligator2,11,4,1,144,100,5402,1997.0
elligator2,11,2,0,144,100,5402,1912.0
elligator2,11,8,0,144,100,5402,2280.0
elligator2,11,10,0,144,100,5402,2025.0
simple_swu,11,10,0,144,100,5402,2391.0
elligator2,11,3,0,144,100,5402,1932.0
elligator2,11,7,1,144,100,5402,1955.0
elligator2,11,7,1,145,100,5402,2022.0
simple_swu,11,2,0,145,100,5402,2775.0
elligator2,11,1,0,145,100,5402,1919.0
simple_swu,11,10,0,145,100,5402,2401.0
elligator2,11,2,0,145,100,5402,1899.0
elligator2,11,0,0,145,100,5402,1942.0
elligator2,11,5,0,145,100,5402,1937.0
elligator2,11,4,1,145,100,5402,1965.0
elligator2,11,8,0,145,100,5402,1939.0
simple_swu,11,8,1,145,100,5402,2373.0
simple_swu,11,1,0,145,100,5402,2670.0
simple_swu,11,0,1,145,100,5402,2338.0
simple_swu,11,3,1,145,100,5402,2782.0
simple_swu,11,5,0,145,100,5402,2322.0
simple_swu,11,6,0,145,100,5402,2315.0
elligator2,11,6,0,145,100,5402,1922.0
simple_swu,11,7,0,145,100,5402,2336.0
elligator2,11,9,0,145,100,5402,1885.0
simple_swu,11,9,0,145,100,5402,2334.0
elligator2,11,10,0,145,100,5402,1879.0
elligator2,11,3,0,145,100,5402,1887.0
simple_swu,11,4,0,145,100,5402,2344.0
simple_swu,11,5,0,146,100,5402,2350.0
simple_swu,11,6,0,146,100,5402,2319.0
simple_swu,11,7,0,146,100,5402,2312.0
elligator2,11,4,1,146,100,5402,1934.0
elligator2,11,0,0,146,100,5402,1928.0
elligator2,11,8,0,146,100,5402,1873.0
simple_swu,11,8,1,146,100,5402,2274.0
elligator2,11,10,0,146,100,5402,1874.0
simple_swu,11,0,1,146,100,5402,2293.0
elligator2,11,9,0,146,100,5402,1863.0
simple_swu,11,2,0,146,100,5402,2314.0
elligator2,11,6,0,146,100,5402,1879.0
elligator2,11,5,0,146,100,5402,1868.0
simple_swu,11,4,0,146,100,5402,2326.0
elligator2,11,2,0,146,100,5402,1854.0
elligator2,11,7,1,146,100,5402,1885.0
simple_swu,11,3,1,146,100,5402,2238.0
elligator2,11,3,0,146,100,5402,1876.0
simple_swu,11,9,0,146,100,5402,2422.0
simple_swu,11,10,0,146,100,5402,2372.0
elligator2,11,1,0,146,100,5402,2666.0
simple_swu,11,1,0,146,100,5402,2424.0
simple_swu,11,10,0,147,100,5402,2296.0
elligator2,11,9,0,147,100,5402,1859.0
simple_swu,11,5,0,147,100,5402,2624.0
simple_swu,11,8,1,147,100,5402,2614.0
elligator2,11,4,1,147,100,5402,2956.0
simple_swu,11,9,0,147,100,5402,3727.0
elligator2,11,1,0,147,100,5402,3028.0
simple_swu,11,4,0,147,100,5402,3673.0
simple_swu,11,7,0,147,100,5402,3639.0
elligator2,11,5,0,147,100,5402,2793.0
simple_swu,11,2,0,147,100,5402,2396.0
simple_swu,11,0,1,147,100,5402,2341.0
elligator2,11,2,0,147,100,5402,1943.0
simple_swu,11,6,0,147,100,5402,2323.0
elligator2,11,6,0,147,100,5402,1933.0
elligator2,11,3,0,147,100,5402,2049.0
elligator2,11,8,0,147,100,5402,2054.0
elligator2,11,10,0,147,100,5402,1990.0
elligator2,11,7,1,147,100,5402,2027.0
elligator2,11,0,0,147,100,5402,1941.0
simple_swu,11,3,1,147,100,5402,2296.0
simple_swu,11,1,0,147,100,5402,2337.0
simple_swu,11,6,0,148,100,5402,2326.0
simple_swu,11,3,1,148,100,5402,2293.0
simple_swu,11,9,0,148,100,5402,2327.0
simple_swu,11,10,0,148,100,5402,2323.0
simple_swu,11,1,0,148,100,5402,2630.0
elligator2,11,10,0,148,100,5402,1990.0
simple_swu,11,0,1,148,100,5402,2337.0
simple_swu,11,2,0,148,100,5402,2330.0
simple_swu,11,7,0,148,100,5402,2300.0
simple_swu,11,4,0,148,100,5402,2510.0
elligator2,11,3,0,148,100,5402,2373.0
simple_swu,11,5,0,148,100,5402,3154.0
simple_swu,11,8,1,148,100,5402,3166.0
elligator2,11,2,0,148,100,5402,2649.0
elligator2,11,1,0,148,100,5402,2098.0
elligator2,11,0,0,148,100,5402,1912.0
elligator2,11,8,0,148,100,5402,1868.0
elligator2,11,6,0,148,100,5402,2117.0
elligator2,11,9,0,148,100,5402,2079.0
elligator2,11,4,1,148,100,5402,1923.0
elligator2,11,7,1,148,100,5402,2000.0
elligator2,11,5,0,148,100,5402,1846.0
elligator2,11,7,1,149,100,5402,1878.0
elligator2,11,6,0,149,100,5402,1836.0
simple_swu,11,2,0,149,100,5402,2334.0
simple_swu,11,7,0,149,100,5402,2305.0
elligator2,11,3,0,149,100,5402,1855.0
elligator2,11,1,0,149,100,5402,1836.0
simple_swu,11,9,0,149,100,5402,2301.0
simple_swu,11,5,0,149,100,5402,2361.0
simple_swu,11,3,1,149,100,5402,2280.0
simple_swu,11,4,0,149,100,5402,2401.0
elligator2,11,5,0,149,100,5402,1885.0
elligator2,11,4,1,149,100,5402,2100.0
simple_swu,11,6,0,149,100,5402,3234.0
simple_swu,11,1,0,149,100,5402,2369.0
elligator2,11,2,0,149,100,5402,1999.0
