bits,prime_index,prime,prime_mod_12,smoothness_exponent,order_bound,discriminant_exponent,discriminant_bound,explicit_order_count,explicit_success,explicit_smooth_count,explicit_best_order,explicit_best_lpf,explicit_first_smooth_order,bounded_cm_success,cm_discriminant,cm_class_number,cm_conductor,cm_trace,cm_order,cm_lpf,measurement_ms
36,54,68719475599,7,3,46656,2,1296,7,0,0,68719582308,143629,,1,-11,1,153369,-127025,68719602625,12973,1.2304000556468964
36,55,68719475579,11,3,46656,2,1296,1,1,1,68719475580,8737,68719475580,1,-40,2,64649,328174,68719147406,2521,1.6934999730437994
36,56,68719475569,1,3,46656,2,1296,10,1,2,68719811007,8311,68719676580,1,-3,1,232637,-335437,68719811007,8311,2.0355999004095793
36,57,68719475563,7,3,46656,2,1296,7,0,0,68719253107,86389,,1,-19,1,11823,-521749,68719997313,1847,2.5813999818637967
36,58,68719475549,5,3,46656,2,1296,5,0,0,68719221250,1485821,,1,-7,1,154156,329438,68719146112,2671,1.6443999484181404
36,59,68719475533,1,3,46656,2,1296,10,1,3,68719089898,15473,68719089898,1,-3,1,16537,-523505,68719999039,31393,1.8838000250980258
36,60,68719475467,7,3,46656,2,1296,7,1,1,68718969307,19891,68718969307,1,-3,1,78907,506161,68718969307,19891,1.268099993467331
36,61,68719475449,1,3,46656,2,1296,10,1,2,68719107536,641,68719107536,1,-3,1,291123,143597,68719331853,2803,2.61199998203665
36,62,68719475413,1,3,46656,2,1296,10,1,2,68719804951,3907,68719663792,1,-3,1,235431,-329537,68719804951,3907,1.8177999882027507
36,63,68719475399,11,3,46656,2,1296,1,1,1,68719475400,4357,68719475400,1,-11,1,145306,206460,68719268940,1409,0.40120002813637257
36,64,68719475387,11,3,46656,2,1296,1,0,0,68719475388,48197,,1,-8,1,57707,-498234,68719973622,14177,0.2120999852195382
40,1,1099511627689,1,3,64000,2,1600,10,1,4,1099509536713,15889,1099509536713,1,-3,1,1091912,906218,1099510721472,43651,2.324200002476573
40,2,1099511627609,5,3,64000,2,1600,5,0,0,1099511627610,1707767,,1,-19,1,87112,2062490,1099509565120,47981,0.9961999021470547
40,3,1099511627581,1,3,64000,2,1600,10,1,2,1099512221314,5669,1099511033850,1,-4,1,1005675,-593732,1099512221314,5669,1.7140000127255917
40,4,1099511627573,5,3,64000,2,1600,5,1,1,1099511627574,56569,1099511627574,1,-79,5,234812,205546,1099511422028,34217,3.892200067639351
40,5,1099511627563,7,3,64000,2,1600,7,0,0,1099510361157,106591,,1,-43,1,18201,2093753,1099509533811,33409,2.7010999619960785
40,6,1099511627491,7,3,64000,2,1600,7,1,1,1099511627492,17401,1099511627492,1,-91,2,219715,-71067,1099511698559,48091,5.075099994428456
40,7,1099511627483,11,3,64000,2,1600,1,0,0,1099511627484,317459,,1,-47,5,295702,-537012,1099512164496,2143,1.294399960897863
40,8,1099511627477,5,3,64000,2,1600,5,0,0,1099510406770,74521,,1,-23,3,161012,1949814,1099509677664,25247,3.0991999665275216
40,9,1099511627387,11,3,64000,2,1600,1,0,0,1099511627388,19828169,,1,-232,2,63067,-1864210,1099513491598,34183,7.042800076305866
40,10,1099511627339,11,3,64000,2,1600,1,1,1,1099511627340,19183,1099511627340,1,-379,3,95705,962609,1099510664731,12457,3.9037999231368303
40,11,1099511627321,5,3,64000,2,1600,5,1,1,1099511627322,49157,1099511627322,1,-7,1,380968,1839046,1099509788276,1877,1.0490999557077885
40,12,1099511627309,5,3,64000,2,1600,5,0,0,1099511627310,1635229,,1,-35,2,350759,303201,1099511324109,17713,3.1095000449568033
40,13,1099511627297,5,3,64000,2,1600,5,0,0,1099513644226,197641,,1,-8,1,398056,-1769310,1099513396608,16067,2.137300092726946
40,14,1099511627293,1,3,64000,2,1600,10,1,2,1099510467724,2239,1099510467724,1,-3,1,1008868,1159570,1099510467724,2239,1.2328000739216805
40,15,1099511627261,5,3,64000,2,1600,5,1,1,1099511948762,58733,1099511948762,1,-4,1,1036181,-321500,1099511948762,58733,1.306000049225986
40,16,1099511627213,5,3,64000,2,1600,5,0,0,1099509577160,130409,,1,-68,4,210046,1182342,1099510444872,3967,3.6804000847041607
40,17,1099511627191,7,3,64000,2,1600,7,1,1,1099513122988,29131,1099513122988,1,-3,1,848654,-1495796,1099513122988,29131,1.5573999844491482
40,18,1099511627177,5,3,64000,2,1600,5,1,2,1099512273730,8369,1099512273730,1,-4,1,997499,-646552,1099512273730,8369,0.9854999370872974
40,19,1099511627173,1,3,64000,2,1600,10,1,1,1099510508018,51449,1099510508018,1,-4,1,886783,1119156,1099510508018,51449,2.790499944239855
40,20,1099511627143,7,3,64000,2,1600,7,1,1,1099509551364,5179,1099509551364,1,-3,1,172418,2075780,1099509551364,5179,1.5209999401122332
40,21,1099511627089,1,3,64000,2,1600,10,0,0,1099513173837,421711,,1,-35,2,94752,-2020846,1099513647936,4831,5.560300080105662
40,22,1099511626987,7,3,64000,2,1600,7,0,0,1099511626988,1329499,,1,-7,1,575934,-1440884,1099513067872,15803,1.793400035239756
40,23,1099511626949,5,3,64000,2,1600,5,1,1,1099513721480,14669,1099513721480,1,-4,1,52418,-2094530,1099513721480,14669,1.6105000395327806
40,24,1099511626937,5,3,64000,2,1600,5,1,1,1099512649700,853,1099512649700,1,-4,1,915424,-1022762,1099512649700,853,1.1816000333055854
40,25,1099511626793,5,3,64000,2,1600,5,0,0,1099511626794,4058107,,1,-43,1,284827,-953735,1099512580529,7529,2.33189994469285
40,26,1099511626781,5,3,64000,2,1600,5,1,1,1099513498250,15361,1099513498250,1,-4,1,473195,-1871468,1099513498250,15361,0.8621999295428395
40,27,1099511626771,7,3,64000,2,1600,7,1,1,1099512221556,15733,1099512221556,1,-3,1,1161074,-594784,1099512221556,15733,1.005199970677495
40,28,1099511626727,11,3,64000,2,1600,1,0,0,1099511626728,90659,,1,-47,5,278534,867024,1099510759704,2879,0.6463000318035483
40,29,1099511626691,11,3,64000,2,1600,1,0,0,1099511626692,91625968891,,1,-8,1,672191,885054,1099510741638,1201,0.4680999554693699
40,30,1099511626559,11,3,64000,2,1600,1,0,0,1099511626560,1145324611,,1,-67,1,59686,-2039452,1099513666012,2917,1.8130000680685043
40,31,1099511626541,5,3,64000,2,1600,5,0,0,1099513419250,111521,,1,-95,8,202228,-716178,1099512342720,6577,4.49670001398772
40,32,1099511626469,5,3,64000,2,1600,5,0,0,1099510910290,1088657,,1,-79,5,204580,-1044826,1099512671296,14107,6.272300030104816
40,33,1099511626453,1,3,64000,2,1600,10,0,0,1099512456069,215587,,1,-23,3,367188,-1138870,1099512765324,5843,4.183800076134503
40,34,1099511626441,1,3,64000,2,1600,10,1,2,1099510573525,757,1099510573525,1,-3,1,1047125,1052917,1099510573525,757,2.8152000159025192
40,35,1099511626399,7,3,64000,2,1600,7,1,1,1099511268961,2269,1099511268961,1,-3,1,1193075,357439,1099511268961,2269,0.7935999892652035
40,36,1099511626397,5,3,64000,2,1600,5,0,0,1099509530696,98953,,1,-251,7,88843,-1554633,1099513181031,33149,5.201200023293495
40,37,1099511626321,1,3,64000,2,1600,10,0,0,1099509932388,217003,,1,-52,2,133960,-1861422,1099513487744,7103,6.107900058850646
40,38,1099511626309,1,3,64000,2,1600,10,1,2,1099511767683,43411,1099510002504,1,-3,1,1208037,-141373,1099511767683,43411,1.4124000445008278
40,39,1099511626307,11,3,64000,2,1600,1,0,0,1099511626308,511876921,,1,-151,7,20362,-2082172,1099513708480,25031,2.833099919371307
40,40,1099511626277,5,3,64000,2,1600,5,1,1,1099513662890,12577,1099513662890,1,-4,1,250129,-2036612,1099513662890,12577,1.231500064022839
40,41,1099511626267,7,3,64000,2,1600,7,1,2,1099513387308,1609,1099513387308,1,-3,1,657466,-1761040,1099513387308,1609,1.320500043220818
40,42,1099511626223,11,3,64000,2,1600,1,0,0,1099511626224,2127077,,1,-83,3,176794,-1343052,1099512969276,37337,2.5966999819502234
40,43,1099511626133,5,3,64000,2,1600,5,0,0,1099511250760,198409,,1,-19,1,242173,-1812109,1099513438243,263,2.176000038161874
40,44,1099511626099,7,3,64000,2,1600,7,1,1,1099511626100,13007,1099511626100,1,-39,4,324458,540740,1099511085360,2053,2.9326999792829156
40,45,1099511626079,11,3,64000,2,1600,1,0,0,1099511626080,327235603,,1,-55,4,281702,-182936,1099511809016,1823,1.2399000115692616
40,46,1099511626063,7,3,64000,2,1600,7,0,0,1099512773892,397057,,1,-87,6,222714,287600,1099511338464,1483,4.258499946445227
40,47,1099511626051,7,3,64000,2,1600,7,0,0,1099513545373,79813,,1,-15,2,139374,-2026492,1099513652544,24631,2.4144999915733933
40,48,1099511626049,5,3,64000,2,1600,5,1,2,1099511626050,15377,1099510350986,1,-4,1,832505,1275064,1099510350986,28109,0.9893999667838216
40,49,1099511626043,11,3,64000,2,1600,1,0,0,1099511626044,7048151449,,1,-328,4,104171,-915818,1099512541862,56611,3.9933999069035053
40,50,1099511626019,11,3,64000,2,1600,1,0,0,1099511626020,30902519,,1,-23,3,377962,1054692,1099510571328,28499,1.8629999831318855
40,51,1099511626013,5,3,64000,2,1600,5,1,1,1099512068980,21601,1099512068980,1,-4,1,1024918,-442966,1099512068980,21601,0.9439999703317881
40,52,1099511625991,7,3,64000,2,1600,7,1,1,1099513188325,62143,1099513188325,1,-3,1,807705,-1562333,1099513188325,62143,0.6532000843435526
40,53,1099511625983,11,3,64000,2,1600,1,1,1,1099511625984,1039,1099511625984,1,-59,3,253303,782601,1099510843383,18959,2.140600001439452
40,54,1099511625943,7,3,64000,2,1600,7,0,0,1099511041357,182503,,1,-19,1,156013,-1983831,1099513609775,5419,3.7625000113621354
40,55,1099511625931,7,3,64000,2,1600,7,1,3,1099511458689,1861,1099509731908,1,-3,1,687089,-1726781,1099513352713,35509,1.510599977336824
40,56,1099511625881,5,3,64000,2,1600,5,0,0,1099511984962,696517,,1,-11,1,578315,848007,1099510777875,7307,2.6075999485328794
40,57,1099511625869,5,3,64000,2,1600,5,1,1,1099513622120,8329,1099513622120,1,-4,1,321338,-1996250,1099513622120,8329,0.770400045439601
40,58,1099511625767,11,3,64000,2,1600,1,0,0,1099511625768,2137697,,1,-187,2,13981,-2088419,1099513714187,49711,2.895000041462481
40,59,1099511625733,1,3,64000,2,1600,10,1,2,1099509621379,23917,1099509621379,1,-3,1,356187,2004355,1099509621379,23917,2.00920004863292
40,60,1099511625731,11,3,64000,2,1600,1,0,0,1099511625732,13476389,,1,-7,1,292570,-1949068,1099513574800,12821,0.5990000208839774
40,61,1099511625683,11,3,64000,2,1600,1,0,0,1099511625684,112261,,1,-11,1,6986,2097024,1099509528660,24953,0.7218999089673162
40,62,1099511625679,7,3,64000,2,1600,7,1,1,1099510003452,9547,1099510003452,1,-3,1,767338,1622228,1099510003452,9547,2.284899936057627
40,63,1099511625677,5,3,64000,2,1600,5,0,0,1099510303930,1060597,,1,-283,3,38207,1996229,1099509629449,30139,6.623799912631512
