bits,prime_index,prime,prime_mod_12,smoothness_exponent,order_bound,discriminant_exponent,discriminant_bound,explicit_order_count,explicit_success,explicit_smooth_count,explicit_best_order,explicit_best_lpf,explicit_first_smooth_order,bounded_cm_success,cm_discriminant,cm_class_number,cm_conductor,cm_trace,cm_order,cm_lpf,measurement_ms
48,31,281474976709609,1,2,2304,3,110592,10,0,0,281475001601013,45343,,1,-2008,14,314380,-30453894,281475007163504,1193,127.56320007611066
48,31,281474976709609,1,3,110592,3,110592,10,1,1,281475001601013,45343,281475001601013,1,-3,1,12991253,-24891403,281475001601013,45343,127.56320007611066
48,32,281474976709607,11,2,2304,3,110592,1,0,0,281474976709608,22282453,,0,,,,,,,914.8874999955297
48,32,281474976709607,11,3,110592,3,110592,1,0,0,281474976709608,22282453,,1,-568,4,838003,-26963354,281475003672962,5479,914.8874999955297
52,1,4503599627370449,5,2,2704,3,140608,5,0,0,4503599542067600,768793,,1,-167,11,10063064,-33212958,4503599660583408,1777,13.090499909594655
52,1,4503599627370449,5,3,140608,3,140608,5,0,0,4503599542067600,768793,,1,-31,3,5823440,130242514,4503599497127936,18539,13.090499909594655
52,2,4503599627370353,5,2,2704,3,140608,5,0,0,4503599651867200,144013,,1,-3604,24,1774652,81633314,4503599545737040,2659,102.06740000285208
52,2,4503599627370353,5,3,140608,3,140608,5,0,0,4503599651867200,144013,,1,-1828,8,194611,-133959568,4503599761329922,29269,102.06740000285208
52,3,4503599627370323,11,2,2704,3,140608,1,0,0,4503599627370324,28869228380579,,0,,,,,,,1357.4626999907196
52,3,4503599627370323,11,3,140608,3,140608,1,0,0,4503599627370324,28869228380579,,1,-8,1,29449291,-105244062,4503599732614386,62171,1357.4626999907196
52,4,4503599627370313,1,2,2704,3,140608,10,0,0,4503599493198352,2936503,,0,,,,,,,3061.5549000212923
52,4,4503599627370313,1,3,140608,3,140608,10,0,0,4503599493198352,2936503,,1,-328,4,7408028,-3758490,4503599631128804,29147,3061.5549000212923
52,5,4503599627370299,11,2,2704,3,140608,1,0,0,4503599627370300,1342177,,1,-37951,91,557830,-78771964,4503599706142264,2477,424.5202000020072
52,5,4503599627370299,11,3,140608,3,140608,1,0,0,4503599627370300,1342177,,1,-35,2,21057482,49947816,4503599577422484,5347,424.5202000020072
52,6,4503599627370287,11,2,2704,3,140608,1,0,0,4503599627370288,132019,,0,,,,,,,1316.3379000034183
52,6,4503599627370287,11,3,140608,3,140608,1,1,1,4503599627370288,132019,4503599627370288,1,-14323,15,767293,97887161,4503599529483127,88523,1316.3379000034183
52,7,4503599627370227,11,2,2704,3,140608,1,0,0,4503599627370228,126542191,,1,-6827,17,1238246,86872776,4503599540497452,1619,88.2375999353826
